公司简称,工商全称,统一信用代码,官网,一句话简介,公司简介,行业,子行业,省,市,成立时间,运营状态,员工人数,地址,电话,邮箱,团队姓名,职位,融资次数,融资总额(万人民币)
新奥特,新奥特（北京）视频技术有限公司,911101086631036849,http://www.cdv.com/,视音频技术与服务提供商,新奥特致力于在数字媒体领域提供领先的内容生产及运营的技术与服务。作为国内著名的数字媒体技术厂商，新奥特公司以领先、创新的专业技术，提供涵盖传统广电行业的图文创作、虚拟演播系统、多种节目现场解决方案以及融合媒体云平台建设以及播出发布端的系列产品。,企业服务,企业IT服务,北京,海淀区,2007-06,运营中,,北京市海淀区西四环北路131号新奥特科技大厦,010-8285-2600,1961058646@qq.com ;1420751297@qq.com,庞刚,CEO,,
蓝色光标,北京蓝色光标数据科技股份有限公司,91110000744727456H,http://www.bluefocusgroup.com/,供品牌管理与营销服务商,蓝色光标是一家为大型企业和组织提供品牌管理与营销服务的公司，主营业务为数字整合营销、公共关系、广告策划及代理，活动管理以及国际业务，旗下目前拥有蓝色光标数字营销机构、智扬公关、博思瀚扬等子品牌。,企业服务,销售营销,北京,朝阳区,2002-11,运营中,,北京市朝阳区酒仙桥北路9号(厂区)10幢二层A5-01;北京市朝阳区酒仙桥北路9号(厂区)10幢二层A5-01,010-5647-8887,bluedigital@bluefocus.com ,,,,
网宿科技,网宿科技股份有限公司,91310000631658829P,http://www.chinanetcenter.com/,提供全球范围内的内容分发与加速,网宿科技是一家互联网业务平台提供商，专注于提供全球范围内的内容分发与加速、服务器托管与租用、以及面向运营商的网络优化解决方案等服务。,企业服务,行业信息化及解决方案,上海,嘉定区,2000-01,运营中,,上海市嘉定区环城路200号,021-2426-1717,shas@chinanetcenter.com ,刘成彦,董事长,,
德必,上海德必文化创意产业发展（集团）股份有限公司,91310000572698184Q,http://www.dobechina.com,一家文化创意产业发展服务商,德必是一家文化创意产业发展服务商，致力于为文化创意企业提供舒适、生态、个性化的高品质办公环境，同时为企业提供系统优质的微生态创业环境，助力文化创意企业的持续发展。,企业服务,创业服务,上海,长宁区,2011-04,运营中,,中国上海市长宁区安化路492号长宁德必易园A座8楼,021-3250-8752,news@dobechina.com,贾波,创始人,,
罗科仕,罗科仕科技（北京）股份有限公司,91110105562144225Q,http://www.lucasgchr.com,招聘O2O平台,罗科仕是一个招聘O2O平台，致力于为用户提供高管人才寻访、董事会咨询以及领导力培训和人才培训等一系列服务。,企业服务,人力资源,北京,朝阳区,2011-05,运营中,,北京市朝阳区新东路8号首开铂郡B1-025,400-699-8232,info@lucasgchr.com,Howard Lee,CEO,,
辰安科技,北京辰安科技股份有限公司,91110108783233053A,http://www.gsafety.com/,致力于公共安全和应急技术,辰安科技是一家致力于公共安全和应急技术的科技公司，是一家源于清华大学，由清华控股的高科技企业。产品和服务包括公共安全综合应急、监测监控、预防预警、救援指挥相关系统和装备。,企业服务,企业安全,北京,海淀区,2005-11,运营中,,北京市海淀区丰秀中路3号院1号楼,010-57930171/010-57930999,,郑家升,董事长,,
东华软件,东华软件股份公司,911100007226188818,http://www.dhcc.com.cn/,软件和信息系统解决方案提供商,东华软件是一个软件和信息系统解决方案提供商，以应用软件开发、计算机信息系统集成、信息技术服务、网络流控安全产品及互联网+为主要业务，拥有800多项自主知识产权的软件产品。涵盖多种应用与技术平台，用户遍及医疗、金融、电信、电力、政府、交通、国防、科研、煤炭、石化、石油、保险及制造等行业。,企业服务,行业信息化及解决方案,北京,海淀区,2001-01,运营中,,北京市海淀区知春路紫金数码园东华合创大厦,010-6266-2288,XXD@DHCC.COM.CN,薛向东,CEO,,
顶点软件,福建顶点软件股份有限公司,91350000260188521B,http://www.apexsoft.com.cn,行业应用解决方案供应商,顶点软件是一家具有持续自主创新能力的专业平台型软件公司及行业应用解决方案供应商，主要致力于为金融证券、企业、教育及公共服务业提供以业务流程管理（BPM）为核心的信息化解决方案。隶属于福建顶点软件股份有限公司,企业服务,行业信息化及解决方案,福建,福州,2000-10,运营中,,福建省福州市软件大道89号福州软件园A区13号;福建省福州市软件大道89号福州软件园A区13号 ,0591－8786-6888,,严孟宇,CEO,,
安妮股份,厦门安妮股份有限公司,913502002601292498,http://www.anne.com.cn,商务信息用纸研发产销公司,安妮股份是一家以商务信息用纸的研发、生产、销售以及综合应用服务为主的大型企业集团，致力于数字营销服务、彩票营销服务、商务信息纸品营销服务、物联网应用服务，隶属于厦门安妮股份有限公司。,企业服务,办公OA,福建,厦门,1998-09,运营中,,福建省厦门市集美区杏林锦园南路99号,0592-315-2188,luomeng@anne.com.cn ,张杰,创始人,,
先进数通,北京先进数通信息技术股份公司,91110108801146341D,http://www.adtec.com.cn,软件解决方案及开发服务商,先进数通是一家软件服务公司，向客户提供以自主平台软件为基础的定制化软件解决方案，软件开发服务。隶属于北京先进数通信息技术股份公司,企业服务,行业信息化及解决方案,北京,海淀区,2000-10,运营中,,北京市海淀区车道沟1号青东商务区D座4-7层,010-6870-0009,,林鸿,CEO,,
万国数据,万国数据服务有限公司,913205947230335351,http://www.gds-services.com,高可用数据中心基础设施及云平台服务提供商,万国数据是一个高可用数据中心基础设施及云平台服务提供商，向客户提供业务连续管理体系的全面服务，包括高可用性IT基础环境服务、灾难恢复（BC/DR）规划、实施、运行外包服务、测试中心服务、数据中心平台服务、ECC运行监控服务等，致力于推动中国IT外包服务的发展。,企业服务,企业IT服务,北京,朝阳区,2000-09,运营中,,北京市朝阳区东三环北路甲26号博瑞大厦1008室,010-5322-8000,marketing@gds-services.com,黄伟,创始人 ,,
前程无忧,前锦网络信息技术（上海）有限公司,91310000703005043F,http://www.51job.com,人力资源服务机构,前程无忧是一个人力资源服务机构，提供包括招聘猎头、培训测评和人事外包在内的全方位专业人力资源服务。隶属于前锦网络信息技术（上海）有限公司,企业服务,人力资源,上海,浦东新区,2000-01,运营中,,上海市浦东新区张东路1387号3号楼,021-6160-1888,shanghai@51job.com,孔卫东,副总裁,,
三五互联科技,厦门三五互联科技股份有限公司,91350200751642792T,https://www.35.com/index.html,云办公整体解决方案的专业服务提供商,35互联是一家云办公整体解决方案的专业服务提供商，基于云计算模式，重点面向广大企业用户、商务人士，创新推出一整套35云办公整体解决方案，融合工作微博、企业邮箱、办公自动化系统（OA）、即时通讯管理（EQ）等云服务及互联网基础应用的网络域名、电子商务网站建设产品，实现跨越桌面互联网、移动互联网，多平台同步的全新办公模式，隶属于厦门三五互联科技股份有限公司,企业服务,综合企业服务,福建,福州,2004-04,运营中,,福建省厦门市火炬高新技术产业开发区软件园二期观日路8号一层,158-8020-8052,,龚少晖,创始人,,
任子行,任子行网络技术股份有限公司,91440300723005104T,http://www.1218.com.cn/,网络信息安全服务提供商,任子行是一家网络信息安全领域的企业。主要是为国家管理机构、运营商、企事业单位和个人网络信息安全提供服务。隶属于任子行网络技术股份有限公司。,企业服务,企业安全,广东,广州,2000-05,运营中,,广东省深圳市南山区科技中二路软件园2栋6层,0755-8616-8366,,景晓军,CEO,,
派诺科技,珠海派诺科技股份有限公司,91440400722914824B,http://www.pmac.com.cn/,用电和能源管理服务提供商,派诺科技是一家集硬件、软件、集成与服务于一体的用电和能源管理服务提供商，为数据中心、医疗、轨道交通等重点领域提供设备运维、机电保障、安全节能等服务。,企业服务,行业信息化及解决方案,广东,珠海,2000-05,运营中,,广东省珠海市高新区科技创新海岸科技六路15号派诺科技园,0756-3629688,,李健,董事长,,
用友,用友网络科技股份有限公司,91110000600001760P,http://www.yonyou.com/,企业管理软件提供商,用友集团是一家企业管理软件、企业互联网服务和企业金融服务提供商，是ERP、CRM、人力资源管理、商业分析、内审、小微企业管理软件和财政、汽车、烟草等行业应用解决方案提供商。,企业服务,综合企业服务,北京,海淀区,1995-01,运营中,,北京市海淀区北清路68号用友产业园,,,王文京,董事长,,
恒拓开源,恒拓开源信息科技股份有限公司,91120116663065243C,,软件开源化技术服务提供商,恒拓开源是一家开源软件技术研究与发展、企业和政府客户等软件开源化技术服务以及软件技术人员开源技术培训的企业。由海外归国留学人员CEO马越创办。,企业服务,开发者服务,天津,滨海新区,2007-06,运营中,,,,,马越,创始人兼CEO,,
凌雄科技,深圳市凌雄租赁服务有限公司,914403000685577373,https://www.bearrental.com,IT设备租赁服务提供商,凌雄科技是中国领先的IT办公设备运营商，旗下小熊U租主要围绕企业IT办公设备场景，提供全品类、全⽣命周期IT综合解决⽅案服务，包括IT办公设备租赁、IT技术服务、IT设备回收、资产管理SaaS软件，为企业解决运营中存在的IT采购资⾦占⽤⼤、资产管理困难、技术服务响应缓慢、办公设备效率低下、灵活性差、IT资产闲置等五⼤痛点，帮助企业重构IT资产效率与价值，实现轻资产化转型。,企业服务,企业IT服务,广东,深圳,2004-11,运营中,,深圳市福田区车公庙工业区车公庙安华小区厂房5栋,0755-835-39581,lxBDS@lxrental.com,胡祚雄,CEO,,
